number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,lat,lng
99,dublin,CITY QUAY,City Quay,False,False,30,23,7,OPEN,1740317204000,53.346637,-6.246154
9,dublin,EXCHEQUER STREET,Exchequer Street,False,False,24,0,24,OPEN,1740317113000,53.343034,-6.263578
67,dublin,THE POINT,The Point,False,False,40,5,35,OPEN,1740316957000,53.346867,-6.230852
116,dublin,BROADSTONE,Broadstone,False,False,30,11,19,OPEN,1740316886000,53.3547,-6.272314
55,dublin,HATCH STREET,Hatch Street,False,False,36,31,5,OPEN,1740316983000,53.33403,-6.260714
62,dublin,LIME STREET,Lime Street,False,False,40,33,7,OPEN,1740316894000,53.346026,-6.243576
5,dublin,CHARLEMONT PLACE,Charlemont Street,False,False,40,35,5,OPEN,1740317209000,53.330662,-6.260177
97,dublin,KILMAINHAM GAOL,Kilmainham Gaol,False,False,40,40,0,OPEN,1740316886000,53.342113,-6.310015
61,dublin,HARDWICKE PLACE,Hardwicke Place,False,False,25,25,0,OPEN,1740316842000,53.357043,-6.263232
77,dublin,WOLFE TONE STREET,Wolfe Tone Street,False,False,29,0,29,OPEN,1740316888000,53.348875,-6.267459
73,dublin,FRANCIS STREET,Francis Street,False,False,30,29,1,OPEN,1740317026000,53.342081,-6.275233
4,dublin,GREEK STREET,Greek Street,False,False,20,6,14,OPEN,1740317195000,53.346874,-6.272976
49,dublin,GUILD STREET,Guild Street,False,False,40,29,11,OPEN,1740317051000,53.347932,-6.240928
19,dublin,HERBERT PLACE,Herbert Place,False,False,30,27,3,OPEN,1740317034000,53.334432,-6.245575
7,dublin,HIGH STREET,High Street,False,False,29,28,1,OPEN,1740316921000,53.343565,-6.275071
60,dublin,NORTH CIRCULAR ROAD,North Circular Road,False,False,30,30,0,OPEN,1740316970000,53.359624,-6.260348
102,dublin,WESTERN WAY,Western Way,False,False,40,24,16,OPEN,1740317024000,53.354929,-6.269425
38,dublin,TALBOT STREET,Talbot Street,False,False,40,8,30,OPEN,1740316945000,53.350974,-6.25294
53,dublin,NEWMAN HOUSE,Newman House,False,False,40,35,5,OPEN,1740317119000,53.337132,-6.26059
58,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,False,False,40,23,17,OPEN,1740317188000,53.339218,-6.240642
66,dublin,NEW CENTRAL BANK,New Central Bank,False,False,40,25,15,OPEN,1740317051000,53.347122,-6.234749
104,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),False,False,40,28,12,OPEN,1740317047000,53.355173,-6.278424
101,dublin,KING STREET NORTH,King Street North,False,False,30,14,16,OPEN,1740316889000,53.350291,-6.273507
115,dublin,KILLARNEY STREET,Killarney Street,False,False,30,9,21,OPEN,1740317020000,53.354845,-6.247579
47,dublin,HERBERT STREET,Herbert Street,False,False,40,38,2,OPEN,1740316912000,53.335742,-6.24551
117,dublin,HANOVER QUAY EAST,Hanover Quay East,False,False,40,37,3,OPEN,1740316968000,53.343653,-6.231755
8,dublin,CUSTOM HOUSE QUAY,Custom House Quay,False,False,30,4,26,OPEN,1740317161000,53.347884,-6.248048
27,dublin,MOLESWORTH STREET,Molesworth Street,False,False,20,10,10,OPEN,1740316894000,53.341288,-6.258117
16,dublin,GEORGES QUAY,Georges Quay,False,False,20,12,8,OPEN,1740316875000,53.347508,-6.252192
96,dublin,KILMAINHAM LANE,Kilmainham Lane,False,False,30,28,1,OPEN,1740316919000,53.341805,-6.305085
82,dublin,MOUNT BROWN,Mount Brown,False,False,22,17,5,OPEN,1740317022000,53.341645,-6.29719
76,dublin,MARKET STREET SOUTH,Market Street South,False,False,38,28,10,OPEN,1740317047000,53.342296,-6.287661
71,dublin,KEVIN STREET,Kevin Street,False,False,40,12,28,OPEN,1740316837000,53.337757,-6.267699
79,dublin,ECCLES STREET EAST,Eccles Street East,False,False,27,27,0,OPEN,1740317020000,53.358115,-6.265601
69,dublin,GRAND CANAL DOCK,Grand Canal Dock,False,False,40,31,9,OPEN,1740317178000,53.342638,-6.238695
25,dublin,MERRION SQUARE EAST,Merrion Square East,False,False,30,29,1,OPEN,1740317173000,53.339434,-6.246548
51,dublin,YORK STREET WEST,York Street West,False,False,40,0,0,OPEN,1740316750000,53.339334,-6.264699
37,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,False,False,30,23,7,OPEN,1740317005000,53.337494,-6.26199
59,dublin,DENMARK STREET GREAT,Denmark Street Great,False,False,20,20,0,OPEN,1740316970000,53.35561,-6.261397
95,dublin,ROYAL HOSPITAL,Royal Hospital,False,False,40,25,15,OPEN,1740317174000,53.343897,-6.29706
94,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),False,False,40,18,22,OPEN,1740316967000,53.346985,-6.297804
105,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),False,False,36,31,5,OPEN,1740317052000,53.355954,-6.278378
36,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,False,False,40,25,15,OPEN,1740316882000,53.337824,-6.256035
93,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),False,False,40,3,37,OPEN,1740317036000,53.346603,-6.296924
22,dublin,TOWNSEND STREET,Townsend Street,False,False,20,5,15,OPEN,1740317215000,53.345922,-6.254614
50,dublin,GEORGES LANE,George's Lane,False,False,40,20,20,OPEN,1740317106000,53.35023,-6.279696
110,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,False,False,40,30,10,OPEN,1740317142000,53.356307,-6.273717
12,dublin,ECCLES STREET,Eccles Street,False,False,20,19,1,OPEN,1740316890000,53.359246,-6.269779
34,dublin,PORTOBELLO HARBOUR,Portobello Harbour,False,False,30,13,17,OPEN,1740316948000,53.330362,-6.265163
78,dublin,MATER HOSPITAL,Mater Hospital,False,False,40,35,5,OPEN,1740316925000,53.359967,-6.264828
2,dublin,BLESSINGTON STREET,Blessington Street,False,False,20,20,0,OPEN,1740316867000,53.356769,-6.26814
75,dublin,JAMES STREET,James Street,False,False,40,24,16,OPEN,1740317091000,53.343456,-6.287409
111,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,False,False,40,40,0,OPEN,1740316846000,53.356717,-6.256359
26,dublin,MERRION SQUARE WEST,Merrion Square West,False,False,20,3,17,OPEN,1740316994000,53.339764,-6.251988
65,dublin,CONVENTION CENTRE,Convention Centre,False,False,40,29,11,OPEN,1740317146000,53.34744,-6.238523
15,dublin,HARDWICKE STREET,Hardwicke Street,False,False,16,15,1,OPEN,1740317094000,53.355473,-6.264423
86,dublin,PARKGATE STREET,Parkgate Street,False,False,38,3,35,OPEN,1740316792000,53.347972,-6.291804
35,dublin,SMITHFIELD,Smithfield,False,False,30,3,27,OPEN,1740317070000,53.347692,-6.278214
10,dublin,DAME STREET,Dame Street,False,False,16,2,14,OPEN,1740317122000,53.344007,-6.266802
100,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),False,False,25,2,23,OPEN,1740317102000,53.347106,-6.292041
24,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,False,False,20,2,18,OPEN,1740317072000,53.352149,-6.260533
64,dublin,SANDWITH STREET,Sandwith Street,False,False,40,20,20,OPEN,1740317166000,53.345203,-6.247163
109,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,False,False,29,6,23,OPEN,1740316951000,53.353331,-6.249319
85,dublin,ROTHE ABBEY,Rothe Abbey,False,False,35,31,4,OPEN,1740317084000,53.338776,-6.30395
107,dublin,CHARLEVILLE ROAD,Charleville Road,False,False,40,37,3,OPEN,1740316965000,53.359157,-6.281866
33,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,False,False,23,17,6,OPEN,1740316901000,53.349013,-6.260311
44,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,False,False,30,28,2,OPEN,1740317101000,53.358437,-6.260641
89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,False,False,40,35,5,OPEN,1740316993000,53.335211,-6.2509
57,dublin,GRATTAN STREET,Grattan Street,False,False,23,17,6,OPEN,1740316992000,53.339629,-6.243778
80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),False,False,40,29,11,OPEN,1740316967000,53.341359,-6.292951
41,dublin,HARCOURT TERRACE,Harcourt Terrace,False,False,20,16,4,OPEN,1740317037000,53.332763,-6.257942
3,dublin,BOLTON STREET,Bolton Street,False,False,20,4,16,OPEN,1740316698000,53.351182,-6.269859
40,dublin,JERVIS STREET,Jervis Street,False,False,21,0,21,OPEN,1740317144000,53.3483,-6.266651
29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,False,False,29,6,23,OPEN,1740317044000,53.346057,-6.268001
103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),False,False,40,30,10,OPEN,1740316945000,53.354663,-6.278681
28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,False,False,30,20,10,OPEN,1740317183000,53.356299,-6.258586
39,dublin,WILTON TERRACE,Wilton Terrace,False,False,20,14,6,OPEN,1740316941000,53.332383,-6.252717
83,dublin,EMMET ROAD,Emmet Road,False,False,40,12,28,OPEN,1740316971000,53.340714,-6.308191
92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),False,False,40,0,40,OPEN,1740317178000,53.347802,-6.292432
21,dublin,LEINSTER STREET SOUTH,Leinster Street South,False,False,30,16,14,OPEN,1740317134000,53.34218,-6.254485
88,dublin,BLACKHALL PLACE,Blackhall Place,False,False,30,4,26,OPEN,1740317228000,53.3488,-6.281637
42,dublin,SMITHFIELD NORTH,Smithfield North,False,False,30,1,29,OPEN,1740317025000,53.349562,-6.278198
30,dublin,PARNELL SQUARE NORTH,Parnell Square North,False,False,20,16,4,OPEN,1740317227000,53.3537415547453,-6.26530144781526
54,dublin,CLONMEL STREET,Clonmel Street,False,False,33,18,15,OPEN,1740317058000,53.336021,-6.26298
108,dublin,AVONDALE ROAD,Avondale Road,False,False,35,34,1,OPEN,1740317436000,53.359405,-6.276142
20,dublin,JAMES STREET EAST,James Street East,False,False,30,29,1,OPEN,1740317057000,53.336597,-6.248109
56,dublin,MOUNT STREET LOWER,Mount Street Lower,False,False,40,36,4,OPEN,1740317332000,53.33796,-6.24153
6,dublin,CHRISTCHURCH PLACE,Christchurch Place,False,False,20,7,13,OPEN,1740317494000,53.343368,-6.27012
18,dublin,GRANTHAM STREET,Grantham Street,False,False,30,21,9,OPEN,1740316998000,53.334123,-6.265436
32,dublin,PEARSE STREET,Pearse Street,False,False,30,5,25,OPEN,1740317463000,53.344304,-6.250427
52,dublin,YORK STREET EAST,York Street East,False,False,32,0,32,OPEN,1740317277000,53.338755,-6.262003
48,dublin,EXCISE WALK,Excise Walk,False,False,40,39,1,OPEN,1740317512000,53.347777,-6.244239
13,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,False,False,30,24,6,OPEN,1740317187000,53.336074,-6.252825
43,dublin,PORTOBELLO ROAD,Portobello Road,False,False,30,11,19,OPEN,1740316982000,53.330091,-6.268044
31,dublin,PARNELL STREET,Parnell Street,False,False,20,13,7,OPEN,1740317399000,53.350929,-6.265125
98,dublin,FREDERICK STREET SOUTH,Frederick Street South,False,False,40,9,31,OPEN,1740317534000,53.341515,-6.256853
14,dublin,FOWNES STREET UPPER,Fownes Street Upper,False,False,30,13,17,OPEN,1740317320000,53.344603,-6.263371
1,dublin,CLARENDON ROW,Clarendon Row,False,False,31,6,25,OPEN,1740317461000,53.340927,-6.262501
23,dublin,CUSTOM HOUSE,Custom House,False,False,30,15,15,OPEN,1740317540000,53.348279,-6.254662
106,dublin,RATHDOWN ROAD,Rathdown Road,False,False,40,31,9,OPEN,1740317396000,53.35893,-6.280337
112,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),False,False,30,28,2,OPEN,1740317492000,53.357841,-6.251557
68,dublin,HANOVER QUAY,Hanover Quay,False,False,40,32,8,OPEN,1740317446000,53.344115,-6.237153
74,dublin,OLIVER BOND STREET,Oliver Bond Street,False,False,30,22,8,OPEN,1740317059000,53.343893,-6.280531
87,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,False,False,38,18,20,OPEN,1740317523000,53.347477,-6.28525
84,dublin,BROOKFIELD ROAD,Brookfield Road,False,False,30,18,12,OPEN,1740317067000,53.339005,-6.300217
90,dublin,BENSON STREET,Benson Street,False,False,40,37,3,OPEN,1740317273000,53.344153,-6.233451
11,dublin,EARLSFORT TERRACE,Earlsfort Terrace,False,False,30,27,3,OPEN,1740317458000,53.334295,-6.258503
17,dublin,GOLDEN LANE,Golden Lane,False,False,20,14,6,OPEN,1740317536000,53.340803,-6.267732
45,dublin,DEVERELL PLACE,Deverell Place,False,False,30,3,27,OPEN,1740317078000,53.351464,-6.255265
114,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),False,False,40,36,4,OPEN,1740317219000,53.333653,-6.248345
72,dublin,JOHN STREET WEST,John Street West,False,False,31,30,1,OPEN,1740317537000,53.343105,-6.277167
63,dublin,FENIAN STREET,Fenian Street,False,False,35,23,12,OPEN,1740317253000,53.341428,-6.24672
113,dublin,MERRION SQUARE SOUTH,Merrion Square South,False,False,40,26,3,OPEN,1740316959000,53.338614,-6.248606
91,dublin,SOUTH DOCK ROAD,South Dock Road,False,False,30,3,27,OPEN,1740317510000,53.341833,-6.231291
99,dublin,CITY QUAY,City Quay,False,False,30,23,7,OPEN,1740317204000,53.346637,-6.246154
9,dublin,EXCHEQUER STREET,Exchequer Street,False,False,24,0,24,OPEN,1740317113000,53.343034,-6.263578
67,dublin,THE POINT,The Point,False,False,40,6,34,OPEN,1740317536000,53.346867,-6.230852
116,dublin,BROADSTONE,Broadstone,False,False,30,11,19,OPEN,1740317490000,53.3547,-6.272314
55,dublin,HATCH STREET,Hatch Street,False,False,36,31,5,OPEN,1740316983000,53.33403,-6.260714
62,dublin,LIME STREET,Lime Street,False,False,40,34,6,OPEN,1740317500000,53.346026,-6.243576
5,dublin,CHARLEMONT PLACE,Charlemont Street,False,False,40,36,4,OPEN,1740317466000,53.330662,-6.260177
97,dublin,KILMAINHAM GAOL,Kilmainham Gaol,False,False,40,40,0,OPEN,1740317446000,53.342113,-6.310015
61,dublin,HARDWICKE PLACE,Hardwicke Place,False,False,25,25,0,OPEN,1740317446000,53.357043,-6.263232
77,dublin,WOLFE TONE STREET,Wolfe Tone Street,False,False,29,0,29,OPEN,1740317492000,53.348875,-6.267459
73,dublin,FRANCIS STREET,Francis Street,False,False,30,29,1,OPEN,1740317548000,53.342081,-6.275233
4,dublin,GREEK STREET,Greek Street,False,False,20,6,14,OPEN,1740317195000,53.346874,-6.272976
49,dublin,GUILD STREET,Guild Street,False,False,40,29,11,OPEN,1740317051000,53.347932,-6.240928
19,dublin,HERBERT PLACE,Herbert Place,False,False,30,27,3,OPEN,1740317034000,53.334432,-6.245575
7,dublin,HIGH STREET,High Street,False,False,29,28,1,OPEN,1740317524000,53.343565,-6.275071
60,dublin,NORTH CIRCULAR ROAD,North Circular Road,False,False,30,30,0,OPEN,1740316970000,53.359624,-6.260348
102,dublin,WESTERN WAY,Western Way,False,False,40,24,16,OPEN,1740317024000,53.354929,-6.269425
38,dublin,TALBOT STREET,Talbot Street,False,False,40,8,30,OPEN,1740316945000,53.350974,-6.25294
53,dublin,NEWMAN HOUSE,Newman House,False,False,40,35,5,OPEN,1740317119000,53.337132,-6.26059
58,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,False,False,40,23,17,OPEN,1740317188000,53.339218,-6.240642
66,dublin,NEW CENTRAL BANK,New Central Bank,False,False,40,24,16,OPEN,1740317512000,53.347122,-6.234749
104,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),False,False,40,28,12,OPEN,1740317047000,53.355173,-6.278424
101,dublin,KING STREET NORTH,King Street North,False,False,30,13,17,OPEN,1740317493000,53.350291,-6.273507
115,dublin,KILLARNEY STREET,Killarney Street,False,False,30,9,21,OPEN,1740317513000,53.354845,-6.247579
47,dublin,HERBERT STREET,Herbert Street,False,False,40,38,2,OPEN,1740317517000,53.335742,-6.24551
117,dublin,HANOVER QUAY EAST,Hanover Quay East,False,False,40,37,3,OPEN,1740316968000,53.343653,-6.231755
8,dublin,CUSTOM HOUSE QUAY,Custom House Quay,False,False,30,6,24,OPEN,1740317301000,53.347884,-6.248048
27,dublin,MOLESWORTH STREET,Molesworth Street,False,False,20,11,9,OPEN,1740317500000,53.341288,-6.258117
16,dublin,GEORGES QUAY,Georges Quay,False,False,20,12,8,OPEN,1740317480000,53.347508,-6.252192
96,dublin,KILMAINHAM LANE,Kilmainham Lane,False,False,30,28,1,OPEN,1740317484000,53.341805,-6.305085
82,dublin,MOUNT BROWN,Mount Brown,False,False,22,17,5,OPEN,1740317022000,53.341645,-6.29719
76,dublin,MARKET STREET SOUTH,Market Street South,False,False,38,28,10,OPEN,1740317047000,53.342296,-6.287661
71,dublin,KEVIN STREET,Kevin Street,False,False,40,11,29,OPEN,1740317547000,53.337757,-6.267699
79,dublin,ECCLES STREET EAST,Eccles Street East,False,False,27,27,0,OPEN,1740317020000,53.358115,-6.265601
69,dublin,GRAND CANAL DOCK,Grand Canal Dock,False,False,40,30,10,OPEN,1740317444000,53.342638,-6.238695
25,dublin,MERRION SQUARE EAST,Merrion Square East,False,False,30,29,1,OPEN,1740317173000,53.339434,-6.246548
51,dublin,YORK STREET WEST,York Street West,False,False,40,0,0,OPEN,1740317353000,53.339334,-6.264699
37,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,False,False,30,23,7,OPEN,1740317005000,53.337494,-6.26199
59,dublin,DENMARK STREET GREAT,Denmark Street Great,False,False,20,20,0,OPEN,1740316970000,53.35561,-6.261397
95,dublin,ROYAL HOSPITAL,Royal Hospital,False,False,40,25,15,OPEN,1740317174000,53.343897,-6.29706
94,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),False,False,40,18,22,OPEN,1740316967000,53.346985,-6.297804
105,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),False,False,36,31,5,OPEN,1740317052000,53.355954,-6.278378
36,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,False,False,40,25,15,OPEN,1740317487000,53.337824,-6.256035
93,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),False,False,40,3,37,OPEN,1740317036000,53.346603,-6.296924
22,dublin,TOWNSEND STREET,Townsend Street,False,False,20,5,15,OPEN,1740317473000,53.345922,-6.254614
50,dublin,GEORGES LANE,George's Lane,False,False,40,20,20,OPEN,1740317106000,53.35023,-6.279696
110,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,False,False,40,30,10,OPEN,1740317142000,53.356307,-6.273717
12,dublin,ECCLES STREET,Eccles Street,False,False,20,19,1,OPEN,1740317494000,53.359246,-6.269779
34,dublin,PORTOBELLO HARBOUR,Portobello Harbour,False,False,30,13,17,OPEN,1740316948000,53.330362,-6.265163
78,dublin,MATER HOSPITAL,Mater Hospital,False,False,40,35,5,OPEN,1740317530000,53.359967,-6.264828
2,dublin,BLESSINGTON STREET,Blessington Street,False,False,20,20,0,OPEN,1740317470000,53.356769,-6.26814
75,dublin,JAMES STREET,James Street,False,False,40,24,16,OPEN,1740317091000,53.343456,-6.287409
111,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,False,False,40,40,0,OPEN,1740317450000,53.356717,-6.256359
26,dublin,MERRION SQUARE WEST,Merrion Square West,False,False,20,3,17,OPEN,1740316994000,53.339764,-6.251988
65,dublin,CONVENTION CENTRE,Convention Centre,False,False,40,29,11,OPEN,1740317146000,53.34744,-6.238523
15,dublin,HARDWICKE STREET,Hardwicke Street,False,False,16,15,1,OPEN,1740317094000,53.355473,-6.264423
86,dublin,PARKGATE STREET,Parkgate Street,False,False,38,5,33,OPEN,1740317401000,53.347972,-6.291804
35,dublin,SMITHFIELD,Smithfield,False,False,30,2,28,OPEN,1740317495000,53.347692,-6.278214
10,dublin,DAME STREET,Dame Street,False,False,16,2,14,OPEN,1740317122000,53.344007,-6.266802
100,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),False,False,25,2,23,OPEN,1740317102000,53.347106,-6.292041
24,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,False,False,20,2,18,OPEN,1740317072000,53.352149,-6.260533
64,dublin,SANDWITH STREET,Sandwith Street,False,False,40,20,20,OPEN,1740317166000,53.345203,-6.247163
109,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,False,False,29,6,23,OPEN,1740316951000,53.353331,-6.249319
85,dublin,ROTHE ABBEY,Rothe Abbey,False,False,35,31,4,OPEN,1740317084000,53.338776,-6.30395
107,dublin,CHARLEVILLE ROAD,Charleville Road,False,False,40,39,1,OPEN,1740317277000,53.359157,-6.281866
33,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,False,False,23,18,5,OPEN,1740317505000,53.349013,-6.260311
44,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,False,False,30,28,2,OPEN,1740317101000,53.358437,-6.260641
89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,False,False,40,35,5,OPEN,1740316993000,53.335211,-6.2509
57,dublin,GRATTAN STREET,Grattan Street,False,False,23,17,6,OPEN,1740317268000,53.339629,-6.243778
80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),False,False,40,29,11,OPEN,1740316967000,53.341359,-6.292951
41,dublin,HARCOURT TERRACE,Harcourt Terrace,False,False,20,16,4,OPEN,1740317037000,53.332763,-6.257942
3,dublin,BOLTON STREET,Bolton Street,False,False,20,4,16,OPEN,1740317303000,53.351182,-6.269859
40,dublin,JERVIS STREET,Jervis Street,False,False,21,0,21,OPEN,1740317144000,53.3483,-6.266651
29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,False,False,29,5,24,OPEN,1740317265000,53.346057,-6.268001
103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),False,False,40,30,10,OPEN,1740316945000,53.354663,-6.278681
28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,False,False,30,20,10,OPEN,1740317183000,53.356299,-6.258586
39,dublin,WILTON TERRACE,Wilton Terrace,False,False,20,14,6,OPEN,1740317545000,53.332383,-6.252717
83,dublin,EMMET ROAD,Emmet Road,False,False,40,12,28,OPEN,1740316971000,53.340714,-6.308191
92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),False,False,40,0,40,OPEN,1740317178000,53.347802,-6.292432
21,dublin,LEINSTER STREET SOUTH,Leinster Street South,False,False,30,17,13,OPEN,1740317406000,53.34218,-6.254485
88,dublin,BLACKHALL PLACE,Blackhall Place,False,False,30,4,26,OPEN,1740317228000,53.3488,-6.281637
